curie,label,retrieved_at
NCBITaxon:299767,Enterobacter ludwigii,2026-09-13T06:42:56.579715
NCBITaxon:301148,Caldibacillus debilis,2026-09-13T06:42:56.458379
NCBITaxon:301375,Methanothrix harundinacea,2026-09-13T06:42:56.509442
NCBITaxon:303,Pseudomonas putida,2026-09-13T06:42:56.419913
NCBITaxon:3039,Euglena gracilis,2026-09-13T06:42:56.502610
NCBITaxon:3041,Chlorophyta,2026-09-13T06:42:56.457750
NCBITaxon:3055,Chlamydomonas reinhardtii,2026-09-13T06:42:56.464776
NCBITaxon:306,Pseudomonas sp.,2026-09-13T06:42:56.440241
NCBITaxon:3071,Chlorella,2026-09-13T06:42:56.467163
NCBITaxon:3073,Scenedesmus fuscus,2026-09-13T06:42:56.467466
NCBITaxon:3074,Parachlorella kessleri,2026-09-13T06:42:56.556807
NCBITaxon:3076,Chlorella sorokiniana,2026-09-13T06:42:56.466182
NCBITaxon:307628,Petrimonas,2026-09-13T06:42:56.607395
NCBITaxon:3077,Chlorella vulgaris,2026-09-13T06:42:56.468537
NCBITaxon:3078,Auxenochlorella pyrenoidosa,2026-09-13T06:42:56.503044
NCBITaxon:3120696,Ferrovibrionaceae,2026-09-13T06:42:56.610704
NCBITaxon:312306,Pseudomonas entomophila,2026-09-13T06:42:56.581678
NCBITaxon:316,Stutzerimonas stutzeri,2026-09-13T06:42:56.567638
NCBITaxon:316385,Escherichia coli str. K-12 substr. DH10B,2026-09-13T06:42:56.474488
NCBITaxon:316612,Methylibium,2026-09-13T06:42:56.566483
NCBITaxon:319464,Clostridium sp. FG4,2026-09-13T06:42:56.572320
NCBITaxon:32008,Burkholderia,2026-09-13T06:42:56.520871
NCBITaxon:32011,Methylophilaceae,2026-09-13T06:42:56.524076
NCBITaxon:32046,Synechococcus elongatus,2026-09-13T06:42:56.590644
NCBITaxon:32049,Picosynechococcus sp. PCC 7002,2026-09-13T06:42:56.538645
NCBITaxon:32207,Rothia <high G+C Gram-positive bacteria>,2026-09-13T06:42:56.609708
NCBITaxon:323259,Methanospirillum hungatei JF-1,2026-09-13T06:42:56.461315
NCBITaxon:323284,Alcaligenes aquatilis,2026-09-13T16:15:34.223314
NCBITaxon:324747,Pseudoxanthomonas byssovorax,2026-09-13T06:42:56.551842
NCBITaxon:327159,Candidatus Accumulibacter,2026-09-13T06:42:56.433723
NCBITaxon:328301,Syntrophorhabdus aromaticivorans,2026-09-13T06:42:56.559676
NCBITaxon:33035,Blautia producta,2026-09-13T06:42:56.420161
NCBITaxon:33038,Mediterraneibacter gnavus,2026-09-13T06:42:56.447984
NCBITaxon:33059,Acidithiobacillus caldus,2026-09-13T06:42:56.516406
NCBITaxon:33075,Acidobacterium capsulatum,2026-09-13T06:42:56.430108
NCBITaxon:332101,Clostridium drakei,2026-09-13T06:42:56.434626
NCBITaxon:33642,Coscinodiscus radiatus,2026-09-13T06:42:56.480057
NCBITaxon:336809,Candidatus Karelsulcia,2026-09-13T06:42:56.449809
NCBITaxon:33849,Bacillariophyceae,2026-09-13T06:42:56.598984
NCBITaxon:3386252,Candidatus Methanogaster,2026-09-13T06:42:56.432500
NCBITaxon:33882,Microbacterium,2026-09-13T06:42:56.485934
NCBITaxon:33883,Microbacterium arborescens,2026-09-13T06:42:56.594516
NCBITaxon:33905,Bifidobacterium thermophilum,2026-09-13T06:42:56.507429
NCBITaxon:33952,Acetobacterium woodii,2026-09-13T06:42:56.434331
NCBITaxon:33959,Lactobacillus johnsonii,2026-09-13T06:42:56.463794
NCBITaxon:33962,Lentilactobacillus kefiri,2026-09-13T06:42:56.452172
NCBITaxon:340177,Chlorobium chlorochromatii CaD3,2026-09-13T06:42:56.469043
NCBITaxon:34037,Rahnella,2026-09-13T06:42:56.586656
NCBITaxon:34067,Cycloclasticus,2026-09-13T06:42:56.487112
NCBITaxon:34072,Variovorax,2026-09-13T06:42:56.495644
NCBITaxon:34073,Variovorax paradoxus,2026-09-13T06:42:56.568974
NCBITaxon:34305,Lotus japonicus,2026-09-13T06:42:56.527925
NCBITaxon:34358,Maudiozyma exigua,2026-09-13T06:42:56.452754
NCBITaxon:3469242,Tropidoatractus sp. MC-2025a,2026-09-13T06:42:56.603897
NCBITaxon:351627,Caldicellulosiruptor saccharolyticus DSM 8903,2026-09-13T06:42:56.458694
NCBITaxon:353,Azotobacter chroococcum,2026-09-13T06:42:56.528189
NCBITaxon:354,Azotobacter vinelandii,2026-09-13T06:42:56.590349
NCBITaxon:354354,Niastella,2026-09-13T06:42:56.497871
NCBITaxon:35554,Geobacter sulfurreducens,2026-09-13T06:42:56.428009
NCBITaxon:356,Hyphomicrobiales,2026-09-13T06:42:56.598690
NCBITaxon:357809,Lachnoclostridium phytofermentans ISDg,2026-09-13T06:42:56.475062
NCBITaxon:358,Agrobacterium tumefaciens,2026-09-13T06:42:56.468797
NCBITaxon:359407,Methylotenera,2026-09-13T06:42:56.524611
NCBITaxon:36015,Pichia kluyveri,2026-09-13T06:42:56.420412
NCBITaxon:363331,Chryseobacterium taiwanense,2026-09-13T06:42:56.530540
NCBITaxon:36667,Philaenus spumarius,2026-09-13T06:42:56.449518
NCBITaxon:36853,Desulfitobacterium,2026-09-13T06:42:56.563887
NCBITaxon:36910,Clavispora,2026-09-13T06:42:56.589146
NCBITaxon:3702,Arabidopsis thaliana,2026-09-13T06:42:56.439965
NCBITaxon:372461,Buchnera aphidicola BCc,2026-09-13T06:42:56.455988
NCBITaxon:37319,Pseudo-nitzschia multiseries,2026-09-13T06:42:56.567882
NCBITaxon:374,Bradyrhizobium,2026-09-13T06:42:56.496150
NCBITaxon:374432,Methylobacterium tardum,2026-09-13T06:42:56.501555
NCBITaxon:3747,Fragaria x ananassa,2026-09-13T06:42:56.467967
NCBITaxon:375,Bradyrhizobium japonicum,2026-09-13T06:42:56.444260
NCBITaxon:375288,Parabacteroides,2026-09-13T06:42:56.437648
NCBITaxon:375486,Paenibacillus sp. PALXIL05,2026-09-13T06:42:56.529810
NCBITaxon:379,Rhizobium,2026-09-13T06:42:56.495884
NCBITaxon:37919,Rhodococcus opacus,2026-09-13T06:42:56.543631
NCBITaxon:37927,Sinomonas atrocyanea,2026-09-13T06:42:56.545302
NCBITaxon:380021,Pseudomonas protegens,2026-09-13T06:42:56.519987
NCBITaxon:3818,Arachis hypogaea,2026-09-13T06:42:56.585759
NCBITaxon:382,Sinorhizobium meliloti,2026-09-13T06:42:56.525745
NCBITaxon:3847,Glycine max,2026-09-13T06:42:56.583162
NCBITaxon:39152,Methanococcus maripaludis,2026-09-13T06:42:56.484510
NCBITaxon:391619,Phaeobacter inhibens DSM 17395,2026-09-13T06:42:56.499888
NCBITaxon:392733,Terriglobus,2026-09-13T06:42:56.609380
NCBITaxon:3932,Eucalyptus,2026-09-13T06:42:56.502349
NCBITaxon:39488,Anaerobutyricum hallii,2026-09-13T06:42:56.512759
NCBITaxon:395331,Methanoregula,2026-09-13T06:42:56.533491
NCBITaxon:395960,Rhodopseudomonas palustris TIE-1,2026-09-13T06:42:56.568731
NCBITaxon:399726,Thermoanaerobacter sp. X514,2026-09-13T06:42:56.476130
NCBITaxon:40214,Acinetobacter johnsonii,2026-09-13T06:42:56.608064
NCBITaxon:40216,Acinetobacter radioresistens,2026-09-13T06:42:56.420681
NCBITaxon:40222,Methylophaga,2026-09-13T06:42:56.487353
NCBITaxon:403,Methylococcaceae,2026-09-13T06:42:56.523777
NCBITaxon:40323,Stenotrophomonas,2026-09-13T06:42:56.465604
NCBITaxon:40324,Stenotrophomonas maltophilia,2026-09-13T06:42:56.529519
NCBITaxon:40413,Desulforhopalus,2026-09-13T06:42:56.421014
NCBITaxon:404432,Salinicola,2026-09-13T06:42:56.421269
NCBITaxon:4054,Panax ginseng,2026-09-14T20:34:12
NCBITaxon:407,Methylobacterium,2026-09-13T06:42:56.427114
NCBITaxon:408,Methylorubrum extorquens,2026-09-13T06:42:56.546389
NCBITaxon:4081,Solanum lycopersicum,2026-09-13T06:42:56.468212
NCBITaxon:4097,Nicotiana tabacum,2026-09-13T21:26:33.537724
NCBITaxon:412449,Leptospirillum ferrodiazotrophum,2026-09-13T06:42:56.482670
NCBITaxon:414878,Catenulispora,2026-09-13T06:42:56.443309
NCBITaxon:416,Methylomonas,2026-09-13T06:42:56.524898
NCBITaxon:416169,Rhodanobacter thiooxydans,2026-09-13T06:42:56.492610
NCBITaxon:419541,Leptospirillum sp. Group II '5-way CG',2026-09-13T06:42:56.570300
NCBITaxon:423349,Mucilaginibacter,2026-09-13T06:42:56.497625
NCBITaxon:429,Methylobacter,2026-09-13T06:42:56.524369
NCBITaxon:429134,Sphingomonas desiccabilis,2026-09-13T06:42:56.448955
NCBITaxon:434,Acetobacter,2026-09-13T06:42:56.491798
NCBITaxon:43773,Syntrophus <bacteria>,2026-09-13T06:42:56.470672
NCBITaxon:43775,Syntrophus gentianae,2026-09-13T06:42:56.592737
NCBITaxon:441,Gluconobacter,2026-09-13T06:42:56.523290
NCBITaxon:44249,Paenibacillus,2026-09-13T06:42:56.498730
NCBITaxon:44752,Rhodococcus wratislaviensis,2026-09-13T06:42:56.565208
NCBITaxon:452922,Xenophilus aerolatus,2026-09-13T06:42:56.594223
NCBITaxon:4530,Oryza sativa,2026-09-13T06:42:56.421523
NCBITaxon:453960,Sulfobacillus benefaciens,2026-09-13T06:42:56.503323
NCBITaxon:4547,Saccharum officinarum,2026-09-13T06:42:56.586336
NCBITaxon:4577,Zea mays,2026-09-13T06:42:56.535125
NCBITaxon:45989,Methanoculleus,2026-09-13T06:42:56.421797
NCBITaxon:460519,Komagataella phaffii,2026-09-13T06:42:56.422060
NCBITaxon:46255,Weissella,2026-09-13T06:42:56.587854
NCBITaxon:469,Acinetobacter,2026-09-13T06:42:56.581224
NCBITaxon:46913,Devosia,2026-09-13T06:42:56.427418
NCBITaxon:470,Acinetobacter baumannii,2026-09-13T06:42:56.435235
NCBITaxon:470150,Pseudomonas taiwanensis,2026-09-13T08:24:50.000937
NCBITaxon:47420,Hydrogenophaga,2026-09-13T06:42:56.607049
NCBITaxon:47421,Hydrogenophaga pseudoflava,2026-09-13T06:42:56.569567
NCBITaxon:4751,Fungi,2026-09-13T06:42:56.574582
NCBITaxon:4757,Neocallimastix frontalis,2026-09-13T06:42:56.549665
NCBITaxon:47715,Lacticaseibacillus rhamnosus,2026-09-13T06:42:56.455106
NCBITaxon:47770,Lactobacillus crispatus,2026-09-13T06:42:56.464185
NCBITaxon:47880,Pseudomonas fulva,2026-09-13T06:42:56.505161
NCBITaxon:47920,Acidovorax delafieldii,2026-09-13T06:42:56.605519
NCBITaxon:48292,Hyphomicrobium zavarzinii,2026-09-13T06:42:56.426806
NCBITaxon:483199,Acetobacter fabarum,2026-09-13T06:42:56.452446
NCBITaxon:48736,Ralstonia,2026-09-13T10:02:14.999542
NCBITaxon:4876,Rhizophagus intraradices,2026-09-13T13:34:17.470583
NCBITaxon:487698,Stenotrophomonas pavanii,2026-09-13T06:42:56.562639
NCBITaxon:4890,Ascomycota,2026-09-13T06:42:56.519396
NCBITaxon:48936,Novosphingobium subterraneum,2026-09-13T06:42:56.569277
NCBITaxon:49082,Candidatus Neoarthromitus,2026-09-13T06:42:56.585171
NCBITaxon:4911,Kluyveromyces marxianus,2026-09-13T06:42:56.522706
NCBITaxon:4919,Pichia,2026-09-13T06:42:56.443567
NCBITaxon:492670,Bacillus velezensis,2026-09-13T06:42:56.446665
NCBITaxon:4930,Saccharomyces,2026-09-13T06:42:56.422327
NCBITaxon:4932,Saccharomyces cerevisiae,2026-09-13T06:42:56.475544
NCBITaxon:4948,Torulaspora,2026-09-13T06:42:56.588836
NCBITaxon:4952,Yarrowia lipolytica,2026-09-13T06:42:56.546692
NCBITaxon:4958,Debaryomyces,2026-09-13T06:42:56.462916
NCBITaxon:497726,Nitrososphaera,2026-09-13T06:42:56.430702
NCBITaxon:5052,Aspergillus <genus>,2026-09-13T06:42:56.558834
NCBITaxon:5059,Aspergillus flavus,2026-09-13T06:42:56.585457
NCBITaxon:5061,Aspergillus niger,2026-09-13T06:42:56.459772
NCBITaxon:507,Alcaligenes,2026-09-13T20:24:21.205530
NCBITaxon:50715,Acidisphaera rubrifaciens,2026-09-13T06:42:56.429804
NCBITaxon:5073,Penicillium,2026-09-13T06:42:56.463248
NCBITaxon:511145,Escherichia coli str. K-12 substr. MG1655,2026-09-13T06:42:56.475303
NCBITaxon:511746,Candidatus Methylacidiphilum infernorum,2026-09-13T06:42:56.540974
NCBITaxon:51453,Trichoderma reesei,2026-09-13T06:42:56.601627
NCBITaxon:515619,Agathobacter rectalis ATCC 33656,2026-09-13T06:42:56.445798
NCBITaxon:5180,Sclerotinia sclerotiorum,2026-09-13T10:02:15.018731
NCBITaxon:5204,Basidiomycota,2026-09-13T06:42:56.519722
NCBITaxon:5206,Cryptococcus <basidiomycete fungi>,2026-09-13T06:42:56.606174
NCBITaxon:521460,Caldicellulosiruptor bescii DSM 6725,2026-09-13T06:42:56.472504
NCBITaxon:522,Acidiphilium,2026-09-13T06:42:56.514649
NCBITaxon:52242,Lactobacillus gallinarum,2026-09-13T06:42:56.464522
NCBITaxon:524,Acidiphilium cryptum,2026-09-13T06:42:56.429209
NCBITaxon:525,Acidocella facilis,2026-09-13T06:42:56.429505
NCBITaxon:52972,Polaromonas,2026-09-13T06:42:56.556536
NCBITaxon:53335,Pantoea,2026-09-13T06:42:56.522461
NCBITaxon:536,Chromobacterium violaceum,2026-09-13T06:42:56.610036
NCBITaxon:53633,Sulfobacillus acidophilus,2026-09-13T06:42:56.517784
NCBITaxon:542,Zymomonas mobilis,2026-09-13T06:42:56.609047
NCBITaxon:54298,Chroococcidiopsis,2026-09-13T06:42:56.536181
NCBITaxon:546,Citrobacter freundii,2026-09-13T06:42:56.478328
NCBITaxon:547,Enterobacter,2026-09-13T06:42:56.490702
NCBITaxon:5475,Candida,2026-09-13T06:42:56.588431
NCBITaxon:5476,Candida albicans,2026-09-13T06:42:56.573927
NCBITaxon:5480,Candida parapsilosis,2026-09-13T06:42:56.459408
NCBITaxon:549,Pantoea agglomerans,2026-09-13T06:42:56.595402
NCBITaxon:5498,Cladosporium,2026-09-13T06:42:56.597496
NCBITaxon:550,Enterobacter cloacae,2026-09-13T06:42:56.533735
NCBITaxon:5507,Fusarium oxysporum,2026-09-13T06:42:56.444778
NCBITaxon:55080,Brevibacillus,2026-09-13T06:42:56.498376
NCBITaxon:553,Pantoea ananatis,2026-09-13T06:42:56.520229
NCBITaxon:5535,Rhodotorula glutinis,2026-09-13T06:42:56.591544
NCBITaxon:5544,Trichoderma harzianum,2026-09-13T06:42:56.558146
NCBITaxon:5547,Trichoderma viride,2026-09-13T06:42:56.608393
NCBITaxon:5552,Trichosporon,2026-09-13T06:42:56.587537
NCBITaxon:561,Escherichia,2026-09-13T06:42:56.564240
NCBITaxon:56112,Dehalobacter,2026-09-13T06:42:56.600199
NCBITaxon:561879,Bacillus safensis,2026-09-13T06:42:56.586042
NCBITaxon:562,Escherichia coli,2026-09-13T06:42:56.422603
NCBITaxon:565,Atlantibacter hermannii,2026-09-13T06:42:56.503578
NCBITaxon:56780,Syntrophus aciditrophicus SB,2026-09-13T06:42:56.592434
NCBITaxon:570,Klebsiella,2026-09-13T06:42:56.422870
NCBITaxon:571256,Brucella pituitosa,2026-09-13T06:42:56.533975
NCBITaxon:5722,Trichomonas vaginalis,2026-09-13T06:42:56.448226
NCBITaxon:572511,Blautia,2026-09-13T06:42:56.423138
NCBITaxon:572545,Acetivibrio thermocellus DSM 2360,2026-09-13T06:42:56.475865
NCBITaxon:573061,Clostridium cellulovorans 743B,2026-09-13T06:42:56.473039
NCBITaxon:573657,Candidatus Hodgkinia,2026-09-13T06:42:56.451319
NCBITaxon:574561,Rhizobium pisi,2026-09-13T06:42:56.555893
NCBITaxon:57723,Acidobacteriota,2026-09-13T06:42:56.494537
NCBITaxon:587753,Pseudomonas chlororaphis,2026-09-13T06:42:56.446423
NCBITaxon:588814,Candidatus Methanophagales,2026-09-13T06:42:56.431603
NCBITaxon:588816,ANME-2 cluster,2026-09-13T06:42:56.432202
NCBITaxon:592050,Acidovorax soli,2026-09-13T06:42:56.593921
NCBITaxon:59732,Chryseobacterium,2026-09-13T06:42:56.607736
NCBITaxon:59814,Pantoea dispersa,2026-09-13T06:42:56.504906
NCBITaxon:599737,Wickerhamomyces,2026-09-13T06:42:56.589448
NCBITaxon:613,Serratia <enterobacteria>,2026-09-13T06:42:56.594810
NCBITaxon:61434,Dehalococcoides,2026-09-13T06:42:56.521137
NCBITaxon:61435,Dehalococcoides mccartyi,2026-09-13T06:42:56.490155
NCBITaxon:61624,Paenibacillus mucilaginosus,2026-09-13T06:42:56.529274
NCBITaxon:62140,Acidiphilium multivorum,2026-09-13T06:42:56.428611
NCBITaxon:6239,Caenorhabditis elegans,2026-09-13T06:42:56.460041
NCBITaxon:632335,Caldicellulosiruptor acetigenus I77R1B,2026-09-13T06:42:56.458976
NCBITaxon:63743,Natronomonas,2026-09-13T06:42:56.575327
NCBITaxon:64104,Bacillus pseudomycoides,2026-09-13T06:42:56.504303
NCBITaxon:641853,Elusimicrobia,2026-09-13T06:42:56.509784
NCBITaxon:644,Aeromonas hydrophila,2026-09-13T06:42:56.435539
NCBITaxon:64702,Propionibacterium cyclohexanicum,2026-09-13T06:42:56.423410
NCBITaxon:648995,Agrobacterium pusense,2026-09-13T06:42:56.580658
NCBITaxon:651137,Nitrososphaerota,2026-09-13T06:42:56.548560
NCBITaxon:659243,Bacillus siamensis,2026-09-13T06:42:56.443866
NCBITaxon:666685,Rhodanobacter denitrificans,2026-09-13T06:42:56.551019
NCBITaxon:668369,Escherichia coli DH5[alpha],2026-09-13T06:42:56.486176
NCBITaxon:67372,Streptomyces variabilis,2026-09-13T06:42:56.611351
NCBITaxon:67812,Candidatus Omnitrophota,2026-09-13T06:42:56.548885
NCBITaxon:68,Lysobacter,2026-09-13T06:42:56.496512
NCBITaxon:68239,Streptomyces mirabilis,2026-09-13T06:42:56.550606
NCBITaxon:68287,Mesorhizobium,2026-09-13T06:42:56.502086
NCBITaxon:69373,Curtobacterium pusillum,2026-09-13T06:42:56.534641
NCBITaxon:69488,Penicillium simplicissimum,2026-09-13T06:42:56.449275
NCBITaxon:69823,Selenomonas sputigena,2026-09-13T06:42:56.574265
NCBITaxon:70448,Ostreococcus tauri,2026-09-13T06:42:56.553756
NCBITaxon:70863,Shewanella oneidensis,2026-09-13T06:42:56.479616
NCBITaxon:7227,Drosophila melanogaster,2026-09-13T06:42:56.492079
NCBITaxon:72360,Bacillus mojavensis,2026-09-13T16:15:34.197789
NCBITaxon:72361,Bacillus vallismortis,2026-09-13T06:42:56.444513
NCBITaxon:74030,Roseovarius,2026-09-13T06:42:56.480760
NCBITaxon:74201,Verrucomicrobiota,2026-09-13T06:42:56.560867
NCBITaxon:74969,Ferroplasma acidiphilum,2026-09-13T06:42:56.430998
NCBITaxon:75,Caulobacter,2026-09-13T06:42:56.550287
NCBITaxon:75105,Paraburkholderia caribensis,2026-09-13T06:42:56.501107
NCBITaxon:75654,Duganella,2026-09-13T06:42:56.467723
NCBITaxon:75682,Oxalobacteraceae,2026-09-13T06:42:56.527112
NCBITaxon:76759,Pseudomonas monteilii,2026-09-13T06:42:56.546939
NCBITaxon:76890,Asticcacaulis,2026-09-13T06:42:56.599295
NCBITaxon:79206,Desulfosporosinus,2026-09-13T06:42:56.511902
NCBITaxon:79328,Chitinophaga,2026-09-13T06:42:56.497299
NCBITaxon:795830,Candidatus Brocadia sinica,2026-09-13T06:42:56.438516
NCBITaxon:80840,Burkholderiales,2026-09-13T06:42:56.443051
NCBITaxon:80866,Delftia acidovorans,2026-09-13T06:42:56.605847
NCBITaxon:816,Bacteroides,2026-09-13T06:42:56.518864
NCBITaxon:817,Bacteroides fragilis,2026-09-13T06:42:56.424122
NCBITaxon:818,Bacteroides thetaiotaomicron,2026-09-13T06:42:56.424722
NCBITaxon:82,Hyphomicrobium sp.,2026-09-13T06:42:56.540729
NCBITaxon:821,Phocaeicola vulgatus,2026-09-13T06:42:56.454253
NCBITaxon:82367,Paracoccus pantotrophus,2026-09-13T06:42:56.567041
NCBITaxon:82380,Microbacterium oxydans,2026-09-13T06:42:56.552156
NCBITaxon:82803,Trichococcus flocculiformis,2026-09-13T06:42:56.600927
NCBITaxon:831,Butyrivibrio fibrisolvens,2026-09-13T06:42:56.456540
NCBITaxon:83333,Escherichia coli K-12,2026-09-13T06:42:56.454832
NCBITaxon:83677,Thermobifida,2026-09-13T06:42:56.477244
NCBITaxon:84022,Andreesenella acetica,2026-09-13T06:42:56.484169
NCBITaxon:84023,Clostridium autoethanogenum,2026-09-13T06:42:56.471677
NCBITaxon:84565,Sodalis,2026-09-13T06:42:56.450114
NCBITaxon:84567,Pedobacter,2026-09-13T06:42:56.567353
NCBITaxon:853,Faecalibacterium prausnitzii,2026-09-13T06:42:56.513912
NCBITaxon:85413,Allobosea,2026-09-13T06:42:56.455713
NCBITaxon:857252,Halopseudomonas aestusnigri,2026-09-13T06:42:56.507977
NCBITaxon:862,Syntrophomonas,2026-09-13T06:42:56.606589
NCBITaxon:86265,Pseudomonas thivervalensis,2026-09-14T20:34:12
NCBITaxon:863,Syntrophomonas wolfei,2026-09-13T06:42:56.489820
NCBITaxon:86664,Priestia flexa,2026-09-13T06:42:56.425023
NCBITaxon:86795,Marmoricola,2026-09-13T06:42:56.497006
NCBITaxon:870529,Bacillus sp. DB7,2026-09-13T06:42:56.552539
NCBITaxon:870530,Klebsiella sp. DB13,2026-09-13T06:42:56.553443
NCBITaxon:870532,Ochrobactrum sp. DB8,2026-09-13T06:42:56.552985
NCBITaxon:871203,Caballeronia zhejiangensis,2026-09-13T10:02:14.961718
NCBITaxon:872,Desulfovibrio,2026-09-13T06:42:56.470121
NCBITaxon:876,Desulfovibrio desulfuricans,2026-09-13T06:42:56.491558
NCBITaxon:881,Nitratidesulfovibrio vulgaris,2026-09-13T06:42:56.462005
NCBITaxon:882,Nitratidesulfovibrio vulgaris str. Hildenborough,2026-09-13T06:42:56.474818
NCBITaxon:88730,Pinus massoniana,2026-09-13T06:42:56.445099
NCBITaxon:893,Desulfobulbus,2026-09-13T06:42:56.539807
NCBITaxon:90371,Salmonella enterica subsp. enterica serovar Typhimurium,2026-09-13T06:42:56.500187
NCBITaxon:904,Acidaminococcus,2026-09-13T06:42:56.507723
NCBITaxon:90964,Staphylococcaceae,2026-09-13T06:42:56.576754
NCBITaxon:91061,Bacilli,2026-09-13T06:42:56.510383
NCBITaxon:913,Nitrobacter winogradskyi,2026-09-13T06:42:56.605061
NCBITaxon:915,Nitrosomonas europaea,2026-09-13T06:42:56.604679
NCBITaxon:919,Thiobacillus,2026-09-13T06:42:56.469636
NCBITaxon:920,Acidithiobacillus ferrooxidans,2026-09-13T06:42:56.441891
NCBITaxon:92645,Herbaspirillum frisingense,2026-09-13T06:42:56.534376
NCBITaxon:930,Acidithiobacillus thiooxidans,2026-09-13T06:42:56.478570
NCBITaxon:930166,Pseudomonas brassicacearum,2026-09-13T06:42:56.440518
NCBITaxon:94130,Rhizophagus clarus,2026-09-13T13:34:17.444825
NCBITaxon:94625,Brucella intermedia,2026-09-13T06:42:56.556217
NCBITaxon:96,Gallionella,2026-09-13T06:42:56.436131
NCBITaxon:9606,Homo sapiens,2026-09-13T06:42:56.448618
NCBITaxon:971,Selenomonas ruminantium,2026-09-13T06:42:56.456886
NCBITaxon:97393,Ferroplasma acidarmanus,2026-09-13T06:42:56.570629
NCBITaxon:976,Bacteroidota,2026-09-13T06:42:56.426495
NCBITaxon:986,Flavobacterium johnsoniae,2026-09-13T06:42:56.593034
